,OP134_C1_20230609-150121.spc
1141,16523.080078125
1142,16510.8046875
1143,16487.37890625
1144,16436.306640625
1145,16346.5009765625
1146,16224.3798828125
1147,16094.4208984375
1148,15987.919921875
1149,15926.4169921875
1150,15909.177734375
1151,15912.59375
1152,15903.888671875
1153,15861.8935546875
1154,15790.1875
1155,15712.1181640625
1156,15651.6865234375
1157,15617.5634765625
1158,15604.103515625
1159,15605.3330078125
1160,15624.548828125
1161,15667.9228515625
1162,15730.119140625
1163,15789.564453125
1164,15820.46484375
1165,15809.5439453125
1166,15761.138671875
1167,15688.5625
1168,15603.9609375
1169,15516.7158203125
1170,15436.22265625
1171,15369.5361328125
1172,15314.3056640625
1173,15258.119140625
1174,15189.4580078125
1175,15109.73046875
1176,15031.27734375
1177,14962.2802734375
1178,14896.697265625
1179,14822.580078125
1180,14739.4794921875
1181,14662.3427734375
1182,14605.0078125
1183,14562.201171875
1184,14513.8203125
1185,14449.7666015625
1186,14387.55078125
1187,14360.2646484375
1188,14384.421875
1189,14441.3193359375
1190,14492.3662109375
1191,14514.30859375
1192,14520.4658203125
1193,14548.9873046875
1194,14631.748046875
1195,14772.3681640625
1196,14949.0771484375
1197,15133.52734375
1198,15305.7939453125
1199,15455.66015625
1200,15575.771484375
1201,15658.2607421875
1202,15699.1689453125
1203,15704.671875
1204,15690.48046875
1205,15672.52734375
1206,15656.5595703125
1207,15636.203125
1208,15601.58203125
1209,15550.21484375
1210,15489.6025390625
1211,15430.1181640625
1212,15377.30859375
1213,15332.765625
1214,15300.9638671875
1215,15290.3544921875
1216,15303.09375
1217,15323.439453125
1218,15321.37109375
1219,15273.5947265625
1220,15183.91796875
1221,15081.9931640625
1222,14999.6484375
1223,14946.8330078125
1224,14908.119140625
1225,14858.4990234375
1226,14779.3603515625
1227,14661.6962890625
1228,14503.5009765625
1229,14313.94140625
1230,14121.2392578125
1231,13966.3564453125
1232,13875.9755859375
1233,13836.3798828125
1234,13799.4775390625
1235,13725.017578125
1236,13622.26171875
1237,13548.498046875
1238,13561.5546875
1239,13669.6103515625
1240,13826.23828125
1241,13973.4130859375
1242,14089.8310546875
1243,14201.6904296875
1244,14353.3583984375
1245,14572.0283203125
1246,14856.51171875
1247,15189.033203125
1248,15549.3310546875
1249,15918.681640625
1250,16279.236328125
1251,16615.748046875
1252,16915.458984375
1253,17159.80078125
1254,17315.970703125
1255,17346.033203125
1256,17235.82421875
1257,17018.91796875
1258,16765.662109375
1259,16538.12890625
1260,16348.61328125
1261,16159.4189453125
1262,15923.33984375
1263,15626.001953125
1264,15293.056640625
1265,14963.4677734375
1266,14660.8193359375
1267,14388.7177734375
1268,14146.0673828125
1269,13938.5771484375
1270,13773.3212890625
1271,13645.634765625
1272,13535.5498046875
1273,13418.5234375
1274,13279.1982421875
1275,13115.8427734375
1276,12934.8896484375
1277,12744.1767578125
1278,12551.005859375
1279,12362.533203125
1280,12183.7724609375
1281,12014.7890625
1282,11853.5166015625
1283,11705.0390625
1284,11587.052734375
1285,11520.2587890625
1286,11507.185546875
1287,11519.3115234375
1288,11509.869140625
1289,11445.5859375
1290,11329.6552734375
1291,11195.06640625
1292,11076.3212890625
1293,10988.119140625
1294,10928.71875
1295,10896.400390625
1296,10894.8154296875
1297,10920.3896484375
1298,10950.251953125
1299,10951.404296875
1300,10907.19140625
1301,10835.111328125
1302,10775.8916015625
1303,10761.3408203125
1304,10789.22265625
1305,10826.4892578125
1306,10835.869140625
1307,10801.7763671875
1308,10735.3505859375
1309,10659.0859375
1310,10589.0126953125
1311,10530.9423828125
1312,10490.0556640625
1313,10478.322265625
1314,10506.7392578125
1315,10567.548828125
1316,10626.66796875
1317,10640.720703125
1318,10589.8876953125
1319,10499.173828125
1320,10426.134765625
1321,10420.8564453125
1322,10489.3701171875
1323,10590.2841796875
1324,10666.8544921875
1325,10687.1923828125
1326,10660.0732421875
1327,10617.4765625
1328,10584.326171875
1329,10562.8349609375
1330,10540.2001953125
1331,10505.7392578125
1332,10459.5380859375
1333,10409.046875
1334,10362.767578125
1335,10327.9609375
1336,10310.154296875
1337,10310.65234375
1338,10324.611328125
1339,10344.52734375
1340,10367.1328125
1341,10395.875
1342,10435.91015625
1343,10487.8876953125
1344,10547.6884765625
1345,10610.451171875
1346,10671.7158203125
1347,10724.2216796875
1348,10757.056640625
1349,10762.0634765625
1350,10742.490234375
1351,10714.0908203125
1352,10696.19921875
1353,10700.427734375
1354,10726.125
1355,10764.5693359375
1356,10806.8203125
1357,10849.0146484375
1358,10891.9765625
1359,10936.1396484375
1360,10976.4990234375
1361,11003.5263671875
1362,11011.6630859375
1363,11008.6904296875
1364,11015.53125
1365,11053.3515625
1366,11127.451171875
1367,11222.09375
1368,11311.185546875
1369,11375.4697265625
1370,11411.9169921875
1371,11429.833984375
1372,11440.69921875
1373,11452.21484375
1374,11469.6611328125
1375,11499.05859375
1376,11546.18359375
1377,11612.2060546875
1378,11691.1396484375
1379,11771.34375
1380,11838.5390625
1381,11878.7353515625
1382,11883.6904296875
1383,11859.71875
1384,11831.9951171875
1385,11834.0009765625
1386,11884.9306640625
1387,11974.4345703125
1388,12071.62109375
1389,12151.099609375
1390,12209.326171875
1391,12255.1142578125
1392,12288.99609375
1393,12299.814453125
1394,12285.0390625
1395,12269.396484375
1396,12293.9697265625
1397,12380.494140625
1398,12506.52734375
1399,12619.5322265625
1400,12678.1474609375
1401,12680.9404296875
1402,12657.2431640625
1403,12634.9013671875
1404,12621.3232421875
1405,12614.337890625
1406,12622.51953125
1407,12664.666015625
1408,12746.5244140625
1409,12843.8447265625
1410,12915.76953125
1411,12937.55859375
1412,12919.7099609375
1413,12897.0595703125
1414,12903.2099609375
1415,12953.3896484375
1416,13040.1748046875
1417,13134.4091796875
1418,13193.8447265625
1419,13189.0595703125
1420,13136.138671875
1421,13100.58203125
1422,13151.6240234375
1423,13299.1552734375
1424,13476.06640625
1425,13590.6640625
1426,13601.958984375
1427,13545.6572265625
1428,13489.8994140625
1429,13470.1943359375
1430,13467.3798828125
1431,13442.4013671875
1432,13386.052734375
1433,13334.4755859375
1434,13338.5087890625
1435,13415.7900390625
1436,13527.0341796875
1437,13598.2109375
1438,13573.9482421875
1439,13460.060546875
1440,13318.96875
1441,13221.7548828125
1442,13199.501953125
1443,13233.7783203125
1444,13284.28515625
1445,13318.474609375
1446,13318.80078125
1447,13277.572265625
1448,13199.4462890625
1449,13108.296875
1450,13038.142578125
1451,13006.2978515625
1452,12995.828125
1453,12970.3037109375
1454,12908.2470703125
1455,12822.5556640625
1456,12748.298828125
1457,12715.0302734375
1458,12728.3818359375
1459,12768.8505859375
1460,12801.9150390625
1461,12794.984375
1462,12737.2744140625
1463,12649.5693359375
1464,12569.544921875
1465,12519.361328125
1466,12485.3994140625
1467,12432.7041015625
1468,12340.798828125
1469,12223.818359375
1470,12115.431640625
1471,12037.30078125
1472,11984.4140625
1473,11937.7080078125
1474,11884.791015625
1475,11826.7412109375
1476,11769.92578125
1477,11717.1962890625
1478,11666.828125
1479,11614.5224609375
1480,11553.5927734375
1481,11477.80078125
1482,11391.0751953125
1483,11314.662109375
1484,11276.1923828125
1485,11283.015625
1486,11306.3203125
1487,11299.1689453125
1488,11236.45703125
1489,11136.8671875
1490,11042.4912109375
1491,10976.974609375
1492,10926.0224609375
1493,10858.1005859375
1494,10758.7119140625
1495,10640.0244140625
1496,10519.5068359375
1497,10397.3369140625
1498,10261.3798828125
1499,10113.943359375
1500,9986.8974609375
1501,9922.24609375
1502,9932.8564453125
1503,9982.2919921875
1504,10007.0908203125
1505,9964.4677734375
1506,9864.234375
1507,9758.8388671875
1508,9702.1640625
1509,9710.095703125
1510,9749.1201171875
1511,9757.736328125
1512,9687.5693359375
1513,9540.4208984375
1514,9374.8173828125
1515,9270.21484375
1516,9269.9111328125
1517,9348.4931640625
1518,9433.76171875
1519,9463.5302734375
1520,9424.7470703125
1521,9344.060546875
1522,9251.11328125
1523,9158.4169921875
1524,9071.36328125
1525,9001.251953125
1526,8955.7607421875
1527,8920.3505859375
1528,8864.6953125
1529,8777.9287109375
1530,8692.451171875
1531,8659.8427734375
1532,8697.466796875
1533,8764.435546875
1534,8796.6904296875
1535,8764.0224609375
1536,8688.31640625
1537,8610.576171875
1538,8552.05859375
1539,8511.236328125
1540,8485.201171875
1541,8476.3369140625
1542,8476.283203125
1543,8459.3447265625
1544,8406.931640625
1545,8337.2705078125
1546,8297.5517578125
1547,8316.2900390625
1548,8364.08203125
1549,8369.4443359375
1550,8281.779296875
1551,8123.4892578125
1552,7979.6875
1553,7931.52587890625
1554,7992.669921875
1555,8105.5234375
1556,8196.033203125
1557,8231.1455078125
1558,8227.669921875
1559,8217.1435546875
1560,8213.04296875
1561,8210.189453125
1562,8201.6591796875
1563,8185.37451171875
1564,8158.99462890625
1565,8120.46923828125
1566,8075.4326171875
1567,8033.92578125
1568,7993.9619140625
1569,7936.58837890625
1570,7848.56005859375
1571,7748.70947265625
1572,7680.53076171875
1573,7672.880859375
1574,7713.173828125
1575,7763.63037109375
1576,7797.7451171875
1577,7812.7294921875
1578,7811.19580078125
1579,7787.12841796875
1580,7739.31103515625
1581,7689.71240234375
1582,7672.521484375
1583,7699.73583984375
1584,7744.6611328125
1585,7764.841796875
1586,7737.95068359375
1587,7672.984375
1588,7595.0517578125
1589,7530.078125
1590,7500.052734375
1591,7514.71484375
1592,7556.87890625
1593,7585.55859375
1594,7568.9697265625
1595,7514.71484375
1596,7456.7529296875
1597,7413.03955078125
1598,7371.03857421875
1599,7321.1201171875
1600,7286.82177734375
1601,7301.25537109375
1602,7357.072265625
1603,7401.611328125
1604,7390.64501953125
1605,7333.64990234375
1606,7275.75537109375
1607,7247.6025390625
1608,7250.3603515625
1609,7282.65625
1610,7354.2998046875
1611,7459.18310546875
1612,7550.97900390625
1613,7570.96240234375
1614,7506.626953125
1615,7411.88525390625
1616,7360.86669921875
1617,7383.4755859375
1618,7447.83837890625
1619,7499.39453125
1620,7509.74560546875
1621,7489.54638671875
1622,7464.28857421875
1623,7445.2138671875
1624,7421.41455078125
1625,7372.26708984375
1626,7284.673828125
1627,7165.29638671875
1628,7045.69140625
1629,6975.29736328125
1630,6996.10791015625
1631,7109.158203125
1632,7262.3935546875
1633,7380.10009765625
1634,7414.95556640625
1635,7377.71337890625
1636,7320.3310546875
1637,7293.13037109375
1638,7314.28515625
1639,7367.89111328125
1640,7420.32666015625
1641,7441.291015625
1642,7422.7998046875
1643,7386.712890625
1644,7369.4814453125
1645,7390.10595703125
1646,7429.5546875
1647,7444.234375
1648,7402.49853515625
1649,7310.345703125
1650,7205.7109375
1651,7130.62451171875
1652,7104.49267578125
1653,7115.201171875
1654,7132.2587890625
1655,7133.18310546875
1656,7121.93603515625
1657,7120.44970703125
1658,7140.30615234375
1659,7166.39501953125
1660,7172.58154296875
1661,7150.41796875
1662,7116.4677734375
1663,7093.19921875
1664,7090.87841796875
1665,7109.1005859375
1666,7144.43408203125
1667,7185.599609375
1668,7205.43115234375
1669,7173.64794921875
1670,7089.06201171875
1671,6996.55078125
1672,6960.41357421875
1673,7010.65478515625
1674,7112.67333984375
1675,7192.7822265625
1676,7197.15966796875
1677,7128.517578125
1678,7030.64306640625
1679,6946.3876953125
1680,6894.7158203125
1681,6878.080078125
1682,6893.9765625
1683,6932.4072265625
1684,6972.697265625
1685,6996.0703125
1686,7003.12890625
1687,7013.4306640625
1688,7045.09912109375
1689,7094.05517578125
1690,7131.07666015625
1691,7121.64111328125
1692,7059.06103515625
1693,6983.41259765625
1694,6956.1484375
1695,7000.73583984375
1696,7071.58154296875
1697,7098.25390625
1698,7063.95068359375
1699,7025.66796875
1700,7049.08740234375
1701,7135.5
1702,7223.51806640625
1703,7253.25537109375
1704,7215.966796875
1705,7148.7236328125
1706,7099.283203125
1707,7096.51708984375
1708,7135.74560546875
1709,7181.66650390625
1710,7194.86376953125
1711,7166.62353515625
1712,7125.6201171875
1713,7105.46044921875
1714,7110.26513671875
1715,7118.044921875
1716,7113.41259765625
1717,7108.50927734375
1718,7130.7041015625
1719,7191.9619140625
1720,7267.33154296875
1721,7302.2119140625
1722,7250.986328125
1723,7120.79638671875
1724,6975.12939453125
1725,6883.08447265625
1726,6863.9462890625
1727,6888.7353515625
1728,6930.09716796875
1729,6990.076171875
1730,7071.994140625
1731,7146.2451171875
1732,7167.5810546875
1733,7124.515625
1734,7055.294921875
1735,7011.87353515625
1736,7017.60986328125
1737,7059.2294921875
1738,7104.50244140625
1739,7120.1650390625
1740,7085.83447265625
1741,7007.57177734375
1742,6918.4443359375
1743,6854.0732421875
1744,6821.984375
1745,6800.4541015625
1746,6771.8349609375
1747,6750.4814453125
1748,6767.55712890625
1749,6829.14306640625
1750,6903.00048828125
1751,6955.9765625
1752,6994.8623046875
1753,7053.0947265625
1754,7137.4052734375
1755,7207.3427734375
1756,7219.2822265625
1757,7177.63330078125
1758,7125.4072265625
1759,7090.16455078125
1760,7059.46923828125
1761,7012.66455078125
1762,6957.8798828125
1763,6925.46826171875
1764,6935.45263671875
1765,6983.32177734375
1766,7048.72412109375
1767,7102.34375
1768,7111.47021484375
1769,7065.41748046875
1770,7004.90478515625
1771,7002.5107421875
1772,7088.25244140625
1773,7201.55322265625
1774,7243.4677734375
1775,7181.35302734375
1776,7079.8349609375
1777,7019.31103515625
1778,7009.16455078125
1779,7005.646484375
1780,6998.40185546875
1781,7039.794921875
1782,7177.07763671875
1783,7378.25634765625
1784,7541.9609375
1785,7573.52197265625
1786,7449.1533203125
1787,7228.2294921875
1788,7022.5361328125
1789,6935.75732421875
1790,6992.06103515625
1791,7106.11572265625
1792,7144.29541015625
1793,7043.9541015625
1794,6876.0625
1795,6775.8291015625
1796,6808.00830078125
1797,6913.1884765625
1798,6990.10986328125
1799,7010.00634765625
1800,7029.3779296875
1801,7101.7138671875
1802,7208.27734375
1803,7284.39697265625
1804,7289.921875
1805,7237.1875
1806,7166.30810546875
1807,7115.07958984375
1808,7106.58642578125
1809,7143.7978515625
1810,7209.70556640625
1811,7279.95458984375
1812,7334.8876953125
1813,7356.86083984375
1814,7330.47802734375
1815,7263.51708984375
1816,7198.31884765625
1817,7175.61328125
1818,7184.18115234375
1819,7172.35595703125
1820,7121.9169921875
1821,7088.12158203125
1822,7142.625
1823,7285.060546875
1824,7433.14697265625
1825,7500.2607421875
1826,7466.3935546875
1827,7373.48193359375
1828,7274.20703125
1829,7199.17822265625
1830,7158.603515625
1831,7152.06689453125
1832,7173.947265625
1833,7223.1044921875
1834,7309.427734375
1835,7435.18798828125
1836,7563.88671875
1837,7628.89306640625
1838,7597.0439453125
1839,7515.80322265625
1840,7467.830078125
1841,7474.294921875
1842,7475.7001953125
1843,7428.5869140625
1844,7389.3974609375
1845,7454.7744140625
1846,7621.357421875
1847,7756.30859375
1848,7735.79052734375
1849,7583.115234375
1850,7431.99755859375
1851,7365.65380859375
1852,7336.6201171875
1853,7256.6630859375
1854,7128.1044921875
1855,7050.98388671875
1856,7108.1513671875
1857,7273.8115234375
1858,7444.96484375
1859,7543.064453125
1860,7567.8388671875
1861,7563.49755859375
1862,7561.1708984375
1863,7565.96435546875
1864,7580.31591796875
1865,7613.0390625
1866,7662.26513671875
1867,7706.14208984375
1868,7718.5
1869,7687.24609375
1870,7619.5810546875
1871,7545.7578125
1872,7518.59765625
1873,7579.89501953125
1874,7705.46142578125
1875,7804.625
1876,7807.7138671875
1877,7746.57373046875
1878,7713.3037109375
1879,7739.99853515625
1880,7760.5673828125
1881,7704.71533203125
1882,7588.31591796875
1883,7480.482421875
1884,7413.5771484375
1885,7367.84033203125
1886,7326.19287109375
1887,7295.71875
1888,7277.505859375
1889,7263.85986328125
1890,7277.56787109375
1891,7368.72021484375
1892,7542.6533203125
1893,7720.3193359375
1894,7804.603515625
1895,7771.533203125
1896,7669.53564453125
1897,7548.95361328125
1898,7434.83837890625
1899,7363.185546875
1900,7390.63671875
1901,7536.81982421875
1902,7734.15771484375
1903,7858.82275390625
1904,7818.21875
1905,7619.951171875
1906,7372.7509765625
1907,7211.96630859375
1908,7195.42333984375
1909,7264.81787109375
1910,7322.466796875
1911,7336.59326171875
1912,7347.0517578125
1913,7383.4560546875
1914,7425.1181640625
1915,7449.59130859375
1916,7477.3056640625
1917,7542.3017578125
1918,7639.04248046875
1919,7719.0615234375
1920,7735.78369140625
1921,7686.6904296875
1922,7612.34033203125
1923,7549.5498046875
1924,7490.15380859375
1925,7407.431640625
1926,7322.275390625
1927,7304.091796875
1928,7388.39306640625
1929,7528.60595703125
1930,7648.982421875
1931,7707.2890625
1932,7684.52294921875
1933,7564.6337890625
1934,7369.6943359375
1935,7180.90966796875
1936,7077.21923828125
1937,7068.11572265625
1938,7110.72216796875
1939,7163.42333984375
1940,7198.96630859375
1941,7205.7822265625
1942,7210.583984375
1943,7259.10546875
1944,7334.896484375
1945,7340.2578125
1946,7212.55810546875
1947,7031.33251953125
1948,6950.43701171875
1949,7031.47314453125
1950,7187.6455078125
1951,7287.7216796875
1952,7278.72412109375
1953,7206.81689453125
1954,7149.318359375
1955,7141.681640625
1956,7167.521484375
1957,7206.8935546875
1958,7262.23583984375
1959,7314.72802734375
1960,7295.15185546875
1961,7160.27734375
1962,6984.833984375
1963,6905.23046875
1964,6960.14794921875
1965,7046.3642578125
1966,7048.7529296875
1967,6959.728515625
1968,6855.8095703125
1969,6814.91455078125
1970,6881.052734375
1971,7050.11279296875
1972,7243.876953125
1973,7337.31201171875
1974,7267.08740234375
1975,7105.4541015625
1976,6987.6240234375
1977,6964.3408203125
1978,6959.03564453125
1979,6884.70654296875
1980,6776.6171875
1981,6770.56640625
1982,6940.2490234375
1983,7183.1240234375
1984,7298.7158203125
1985,7181.06201171875
1986,6917.20068359375
1987,6695.591796875
1988,6637.62939453125
1989,6723.4833984375
1990,6857.13037109375
1991,6974.26318359375
1992,7082.4296875
1993,7212.23486328125
1994,7347.6923828125
1995,7418.77587890625
1996,7371.94921875
1997,7244.21533203125
1998,7148.27685546875
1999,7166.642578125
2000,7260.5029296875
2001,7296.517578125
2002,7172.56103515625
2003,6916.70068359375
2004,6661.2373046875
2005,6526.42578125
2006,6536.5498046875
2007,6640.359375
2008,6784.89599609375
2009,6948.62939453125
2010,7113.576171875
2011,7235.06494140625
2012,7256.0537109375
2013,7152.236328125
2014,6965.1494140625
2015,6791.712890625
2016,6725.17578125
2017,6782.96728515625
2018,6885.26513671875
2019,6915.90087890625
2020,6817.9951171875
2021,6639.52099609375
2022,6489.51416015625
2023,6445.00390625
2024,6490.07763671875
2025,6542.65087890625
2026,6543.04541015625
2027,6510.32080078125
2028,6501.3291015625
2029,6522.43603515625
2030,6508.177734375
2031,6403.6923828125
2032,6255.259765625
2033,6190.1845703125
2034,6286.6103515625
2035,6470.05810546875
2036,6570.6708984375
2037,6506.462890625
2038,6385.34765625
2039,6381.02490234375
2040,6521.15234375
2041,6666.5986328125
2042,6708.44287109375
2043,6697.07568359375
2044,6728.80859375
2045,6785.1767578125
2046,6763.3037109375
2047,6618.47802734375
2048,6410.6572265625
2049,6246.92138671875
2050,6220.8037109375
2051,6350.47705078125
2052,6532.15478515625
2053,6620.4384765625
2054,6596.599609375
2055,6583.5458984375
2056,6663.11083984375
2057,6774.33447265625
2058,6828.498046875
2059,6814.66357421875
2060,6744.74169921875
2061,6610.474609375
2062,6457.2333984375
2063,6397.67626953125
2064,6482.96923828125
2065,6629.4609375
2066,6712.02587890625
2067,6671.97998046875
2068,6531.2138671875
2069,6378.1123046875
2070,6333.0712890625
2071,6438.31640625
2072,6578.8330078125
2073,6588.3525390625
2074,6432.2587890625
2075,6232.19140625
2076,6136.50634765625
2077,6216.68212890625
2078,6435.13037109375
2079,6639.71435546875
2080,6646.02978515625
2081,6423.24365234375
2082,6168.1220703125
2083,6101.64501953125
2084,6210.81689453125
2085,6283.80224609375
2086,6196.37353515625
2087,6061.435546875
2088,6054.9453125
2089,6168.88916015625
2090,6215.015625
2091,6066.88330078125
2092,5838.52734375
2093,5781.921875
2094,6013.06689453125
2095,6376.56103515625
2096,6604.2548828125
2097,6580.3779296875
2098,6410.7626953125
2099,6251.72216796875
2100,6142.474609375
2101,6032.556640625
2102,5915.34228515625
2103,5862.4609375
2104,5920.3095703125
2105,6028.7431640625
2106,6088.2880859375
2107,6079.3837890625
2108,6051.5478515625
2109,6014.013671875
2110,5935.38427734375
2111,5856.353515625
2112,5877.08984375
2113,5994.85888671875
2114,6081.86962890625
2115,6072.81494140625
2116,6043.30078125
2117,6052.3251953125
2118,6040.4111328125
2119,5934.9755859375
2120,5743.75732421875
2121,5526.15283203125
2122,5378.75537109375
2123,5419.19677734375
2124,5653.0322265625
2125,5899.32080078125
2126,5979.7392578125
2127,5929.0849609375
2128,5904.85498046875
2129,5967.08740234375
2130,6058.0263671875
2131,6109.76953125
2132,6068.79052734375
2133,5906.20703125
2134,5698.92529296875
2135,5613.37548828125
2136,5717.84912109375
2137,5876.9443359375
2138,5906.4765625
2139,5785.1025390625
2140,5653.0087890625
2141,5630.501953125
2142,5688.03125
2143,5698.0380859375
2144,5595.46923828125
2145,5467.14501953125
2146,5460.57861328125
2147,5610.47802734375
2148,5793.32275390625
2149,5856.16259765625
2150,5748.462890625
2151,5536.15283203125
2152,5351.115234375
2153,5316.27490234375
2154,5434.70166015625
2155,5564.634765625
2156,5598.09130859375
2157,5621.15869140625
2158,5764.775390625
2159,5962.1650390625
2160,6047.8935546875
2161,6044.27392578125
2162,6108.013671875
2163,6214.935546875
2164,6169.31494140625
2165,5951.0703125
2166,5784.4345703125
2167,5801.4541015625
2168,5893.43359375
2169,5976.95703125
2170,6136.50048828125
2171,6354.62548828125
2172,6353.85302734375
2173,5951.80517578125
2174,5415.3603515625
2175,5182.26611328125
2176,5296.5908203125
2177,5394.1357421875
2178,5242.15771484375
2179,5018.15380859375
2180,4986.97265625
2181,5147.99609375
2182,5330.00341796875
2183,5452.32861328125
2184,5539.0400390625
2185,5586.515625
2186,5567.15625
2187,5519.74853515625
2188,5511.37060546875
2189,5516.90576171875
2190,5455.2138671875
2191,5363.80224609375
2192,5392.509765625
2193,5559.908203125
2194,5682.06201171875
2195,5641.68505859375
2196,5543.25927734375
2197,5490.650390625
2198,5420.05859375
2199,5268.146484375
2200,5098.57861328125
